finding_title_1,finding_title_2,similarity_score
SQL Injection - onlinetests/app/classes/db.php:44,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,61.8194043636322
pkg:npm/node-forge@0.10.0,pkg:npm/node-forge@0.10.0,61.77407503128052
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,SQL Injection - onlinetests/app/test_end.php:73,61.74927353858948
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,SQL Injection - onlinetests/app/test_end.php:73,61.73186898231506
pkg:npm/immer@8.0.1,pkg:npm/ansi-regex@3.0.0,61.71213388442993
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,Dangerous File Inclusion - onlinetests/includes/global.php:422,61.679863929748535
Dangerous File Inclusion - onlinetests/includes/global.php:422,SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,61.66912913322449
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-01-12),Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),61.664897203445435
SQL Injection - onlinetests/app/classes/db.php:40,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,61.6450309753418
pkg:npm/minimist@1.2.5,pkg:npm/nth-check@1.0.2,61.57398819923401
pkg:npm/shelljs@0.8.4,pkg:npm/immer@8.0.1,61.54019236564636
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,61.53678894042969
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,61.501479148864746
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,Dangerous File Inclusion - maintenance.php:13,61.48492097854614
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,61.47115230560303
pkg:npm/minimist@1.2.5,pkg:npm/terser@5.10.0,61.421751976013184
SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,61.383867263793945
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,SQL Injection - onlinetests/includes/functions.php:11,61.38026714324951
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,61.37107014656067
SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,Dangerous File Inclusion - maintenance.php:13,61.36249899864197
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,pkg:npm/nth-check@1.0.2,61.360085010528564
Dangerous File Inclusion - includes/global.php:9,pkg:npm/immer@8.0.1,61.31627559661865
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,61.27504110336304
pkg:npm/nth-check@1.0.2,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,61.248910427093506
Apple macOS Monterey 12.6 Not Installed (HT213444),Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,61.22700572013855
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,61.203551292419434
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,61.20237112045288
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,61.180704832077026
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,SQL Injection - onlinetests/app/classes/db.php:27,61.17068529129028
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,Dangerous File Inclusion - maintenance.php:13,61.0865592956543
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,SQL Injection - onlinetests/app/classes/db.php:44,61.04755401611328
SQL Injection - onlinetests/app/classes/db.php:27,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,61.02781295776367
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,pkg:npm/nth-check@1.0.2,60.97439527511597
pkg:npm/immer@8.0.1,pkg:npm/ansi-regex@5.0.0,60.96123456954956
pkg:npm/terser@5.10.0,pkg:npm/minimist@1.2.5,60.94775199890137
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,SQL Injection - onlinetests/app/test_end.php:73,60.92044115066528
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,SQL Injection - onlinetests/includes/functions.php:194,60.83439588546753
Dangerous File Inclusion - includes/global.php:9,SQL Injection - onlinetests/includes/functions.php:11,60.83242893218994
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Dangerous File Inclusion - maintenance.php:13,60.82797050476074
pkg:npm/minimist@1.2.5,pkg:npm/immer@8.0.1,60.78530550003052
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,SQL Injection - onlinetests/app/classes/db.php:40,60.672712326049805
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,pkg:npm/nth-check@1.0.2,60.64573526382446
pkg:npm/terser@4.8.0,pkg:npm/minimist@1.2.5,60.62608361244202
pkg:npm/immer@8.0.1,Dangerous File Inclusion - includes/global.php:9,60.59619188308716
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,60.56033372879028
pkg:npm/nth-check@1.0.2,pkg:npm/immer@8.0.1,60.47337055206299
pkg:npm/nth-check@1.0.2,pkg:npm/shelljs@0.8.4,60.4488730430603
SQL Injection - onlinetests/app/classes/db.php:27,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,60.43848991394043
Cross-Site Scripting: Reflected - share.php:27,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,60.40915250778198
SQL Injection - onlinetests/includes/functions.php:11,Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,60.382235050201416
pkg:npm/ansi-regex@5.0.0,pkg:npm/nth-check@1.0.2,60.35122275352478
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,Dangerous File Inclusion - includes/global.php:9,60.276955366134644
pkg:npm/nth-check@1.0.2,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,60.22735238075256
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,60.20404100418091
SQL Injection - onlinetests/app/classes/db.php:44,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,60.09249687194824
SQL Injection - onlinetests/app/classes/db.php:44,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,60.0793719291687
pkg:npm/axios@0.21.1,pkg:npm/minimist@1.2.5,60.07097363471985
Dangerous File Inclusion - onlinetests/includes/global.php:422,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,59.94528532028198
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,59.925997257232666
SQL Injection - onlinetests/app/classes/db.php:40,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,59.903645515441895
pkg:npm/immer@8.0.1,pkg:npm/nth-check@1.0.2,59.89903211593628
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,SQL Injection - onlinetests/app/classes/db.php:40,59.87282991409302
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,59.8685085773468
pkg:npm/immer@8.0.1,Dangerous File Inclusion - onlinetests/includes/global.php:422,59.775012731552124
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,59.758901596069336
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,pkg:npm/immer@8.0.1,59.75539684295654
Dangerous File Inclusion - maintenance.php:13,SQL Injection - onlinetests/includes/functions.php:194,59.73535776138306
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,Dangerous File Inclusion - onlinetests/includes/global.php:422,59.728968143463135
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,59.70762372016907
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,59.67733860015869
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,59.636473655700684
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Dangerous File Inclusion - includes/global.php:9,59.62323546409607
SQL Injection - onlinetests/app/classes/db.php:44,Cross-Site Scripting: Reflected - share.php:27,59.594154357910156
pkg:npm/nth-check@1.0.2,pkg:npm/ansi-regex@3.0.0,59.589195251464844
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-01-12),59.57428812980652
Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,Apple macOS Monterey 12.6 Not Installed (HT213444),59.54177379608154
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,59.50263738632202
SQL Injection - onlinetests/includes/functions.php:194,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,59.47393774986267
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,pkg:npm/axios@0.21.1,59.463971853256226
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,59.46049690246582
Dangerous File Inclusion - includes/global.php:9,SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,59.433501958847046
SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,Dangerous File Inclusion - includes/global.php:9,59.37814712524414
pkg:npm/axios@0.21.1,Dangerous File Inclusion - onlinetests/includes/global.php:422,59.37635898590088
pkg:npm/immer@8.0.1,Dangerous File Inclusion - includes/global.php:9,59.33728814125061
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,pkg:npm/nth-check@1.0.2,59.320151805877686
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,SQL Injection - onlinetests/app/classes/db.php:44,59.2684268951416
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,SQL Injection - onlinetests/app/classes/db.php:40,59.21775698661804
pkg:npm/axios@0.21.1,Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,59.15311574935913
pkg:npm/axios@0.21.1,pkg:npm/immer@8.0.1,59.11802649497986
pkg:npm/nth-check@1.0.2,Dangerous File Inclusion - includes/global.php:9,59.117591381073
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,59.11682844161987
pkg:npm/immer@8.0.1,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,59.10961627960205
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,59.05420780181885
Microsoft Windows Transmission Control Protocol/Internet Protocol (TCP/IP) Remote Code Execution (RCE) Vulnerability,Microsoft Windows Server Elevation of Privilege Vulnerability for November 2022,59.00907516479492
pkg:npm/minimist@1.2.5,SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,58.97505283355713
SSL/TLS Service Supports Weak Protocol,SSL/TLS Service Supports Weak Protocol,58.96044969558716
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,58.9424192905426
pkg:npm/immer@8.0.1,SQL Injection - onlinetests/app/classes/db.php:27,58.88575315475464
pkg:npm/node-forge@0.10.0,pkg:npm/node-forge@0.10.0,58.84528160095215
pkg:npm/shelljs@0.8.4,pkg:npm/minimist@1.2.5,58.82977247238159
pkg:npm/immer@8.0.1,pkg:npm/shelljs@0.8.4,58.81373882293701
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - maintenance.php:13,58.806824684143066
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - onlinetests/includes/global.php:422,58.77067446708679
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,SQL Injection - onlinetests/app/test_end.php:73,58.76592397689819
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,58.74115228652954
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,58.69094133377075
pkg:npm/node-forge@0.10.0,pkg:npm/node-forge@0.10.0,58.69024991989136
SQL Injection - onlinetests/app/classes/db.php:40,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,58.674001693725586
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,58.670514822006226
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,pkg:npm/ansi-regex@3.0.0,58.625710010528564
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,58.59941840171814
pkg:npm/axios@0.21.1,pkg:npm/nth-check@1.0.2,58.59780311584473
SQL Injection - onlinetests/app/classes/db.php:27,Cross-Site Scripting: Reflected - share.php:27,58.590590953826904
Dangerous File Inclusion - onlinetests/includes/global.php:422,pkg:npm/axios@0.21.1,58.58393907546997
pkg:npm/ansi-regex@3.0.0,pkg:npm/nth-check@1.0.2,58.582526445388794
SQL Injection - onlinetests/app/classes/db.php:44,pkg:npm/immer@8.0.1,58.565980195999146
pkg:npm/nth-check@1.0.2,SQL Injection - onlinetests/app/classes/db.php:27,58.55931043624878
pkg:npm/nth-check@1.0.2,Dangerous File Inclusion - maintenance.php:13,58.52367281913757
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,58.51050615310669
pkg:npm/minimist@1.2.5,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,58.44130516052246
SQL Injection - onlinetests/includes/functions.php:194,Dangerous File Inclusion - includes/global.php:9,58.440566062927246
Dangerous File Inclusion - maintenance.php:13,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,58.43142867088318
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,58.416301012039185
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,58.36896896362305
pkg:npm/immer@8.0.1,pkg:npm/axios@0.21.1,58.35431218147278
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,58.347952365875244
Dangerous File Inclusion - maintenance.php:13,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,58.299851417541504
Cross-Site Scripting: Reflected - share.php:27,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,58.2952618598938
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,58.27469825744629
pkg:npm/immer@8.0.1,Dangerous File Inclusion - maintenance.php:13,58.2647442817688
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,58.26119780540466
pkg:npm/minimist@1.2.5,pkg:npm/ansi-regex@3.0.0,58.24674367904663
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,pkg:npm/minimist@1.2.5,58.230459690093994
pkg:npm/terser@4.8.0,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,58.21125507354736
pkg:npm/minimist@1.2.5,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,58.20993185043335
pkg:npm/node-forge@0.10.0,pkg:npm/node-forge@0.10.0,58.20900201797485
Microsoft Windows Server Elevation of Privilege Vulnerability for November 2022,Microsoft Windows Remote Procedure Call Runtime Remote Code Execution (RCE) Vulnerability for September 2022,58.17828178405762
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,58.1690788269043
SQL Injection - onlinetests/app/classes/db.php:40,pkg:npm/immer@8.0.1,58.15976858139038
pkg:npm/axios@0.21.1,Dangerous File Inclusion - maintenance.php:13,58.141183853149414
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,Cross-Site Scripting: Reflected - share.php:27,58.13068151473999
Cross-Site Scripting: Reflected - share.php:27,SQL Injection - onlinetests/app/classes/db.php:27,58.12789797782898
Dangerous File Inclusion - includes/global.php:9,SQL Injection - onlinetests/includes/functions.php:194,58.11312198638916
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,58.08499455451965
SQL Injection - onlinetests/app/test_end.php:73,pkg:npm/nth-check@1.0.2,58.06474685668945
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,SQL Injection - onlinetests/app/test_end.php:73,58.018624782562256
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,Dangerous File Inclusion - maintenance.php:13,57.98892378807068
pkg:npm/axios@0.21.1,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,57.953083515167236
Dangerous File Inclusion - maintenance.php:13,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,57.94347524642944
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,pkg:npm/nth-check@1.0.2,57.93882608413696
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,57.92202949523926
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,SQL Injection - onlinetests/app/test_end.php:73,57.88280367851257
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,57.87322521209717
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,57.86550045013428
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,pkg:npm/immer@8.0.1,57.86106586456299
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,SQL Injection - onlinetests/includes/functions.php:194,57.84686803817749
Cross-Site Scripting: Reflected - share.php:27,SQL Injection - onlinetests/app/classes/db.php:40,57.81853199005127
SQL Injection - onlinetests/includes/functions.php:194,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,57.78586268424988
SQL Injection - onlinetests/includes/functions.php:194,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,57.78398513793945
Dangerous File Inclusion - onlinetests/includes/global.php:422,pkg:npm/minimist@1.2.5,57.74962902069092
pkg:npm/nth-check@1.0.2,SQL Injection - onlinetests/app/classes/db.php:44,57.743656635284424
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,pkg:npm/immer@8.0.1,57.72734880447388
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,SQL Injection - onlinetests/includes/functions.php:194,57.725709676742554
Cross-Site Scripting: Reflected - share.php:27,Dangerous File Inclusion - onlinetests/includes/global.php:422,57.7131450176239
pkg:npm/immer@8.0.1,SQL Injection - onlinetests/app/classes/db.php:44,57.60470628738403
SQL Injection - onlinetests/app/classes/db.php:27,pkg:npm/immer@8.0.1,57.57124423980713
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,57.55775570869446
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,57.52200484275818
Dangerous File Inclusion - maintenance.php:13,pkg:npm/nth-check@1.0.2,57.519328594207764
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,57.518088817596436
pkg:npm/axios@0.21.1,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,57.49704837799072
Dangerous File Inclusion - maintenance.php:13,SQL Injection - onlinetests/app/test_end.php:73,57.48822093009949
pkg:npm/ansi-regex@5.0.0,pkg:npm/minimist@1.2.5,57.48549699783325
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,Cross-Site Scripting: Reflected - share.php:22,57.47947692871094
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,pkg:npm/minimist@1.2.5,57.468557357788086
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,57.4650764465332
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,57.457756996154785
Dangerous File Inclusion - maintenance.php:13,SQL Injection - onlinetests/app/test_end.php:73,57.426440715789795
Microsoft Windows Remote Procedure Call Runtime Remote Code Execution (RCE) Vulnerability for September 2022,Microsoft Windows Server Elevation of Privilege Vulnerability for November 2022,57.38401412963867
Dangerous File Inclusion - onlinetests/includes/global.php:422,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,57.35853910446167
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,57.323747873306274
SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,57.3133647441864
SQL Injection - onlinetests/app/classes/db.php:44,pkg:npm/nth-check@1.0.2,57.29109048843384
Dangerous File Inclusion - includes/global.php:9,pkg:npm/axios@0.21.1,57.29072093963623
Dangerous File Inclusion - includes/global.php:9,SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,57.27779269218445
pkg:npm/ansi-regex@3.0.0,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,57.24480152130127
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,SQL Injection - onlinetests/app/test_end.php:73,57.228946685791016
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - maintenance.php:13,57.21515417098999
Dangerous File Inclusion - includes/global.php:9,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,57.20674991607666
Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),Oracle Java Standard Edition (SE) Critical Patch Update - January 2023 (CPUJAN2023),57.1940541267395
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,pkg:npm/immer@8.0.1,57.174474000930786
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,pkg:npm/ansi-regex@3.0.0,57.16598033905029
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,Cross-Site Scripting: Reflected - share.php:27,57.16277360916138
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,57.15738534927368
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,57.14147090911865
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,57.13510513305664
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,57.108867168426514
SQL Injection - onlinetests/app/classes/db.php:27,pkg:npm/nth-check@1.0.2,57.10042119026184
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,57.07716345787048
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,Cross-Site Scripting: Reflected - share.php:22,57.06150531768799
Dangerous File Inclusion - onlinetests/college/includes/global.php:173,pkg:npm/axios@0.21.1,57.0554256439209
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,57.023686170578
Microsoft Windows Server Elevation of Privilege Vulnerability for November 2022,Microsoft Windows Transmission Control Protocol/Internet Protocol (TCP/IP) Remote Code Execution (RCE) Vulnerability,57.00498819351196
Dangerous File Inclusion - maintenance.php:13,pkg:npm/minimist@1.2.5,57.004523277282715
Dangerous File Inclusion - includes/global.php:9,pkg:npm/immer@8.0.1,57.00041055679321
pkg:npm/axios@0.21.1,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,56.99828267097473
pkg:npm/nth-check@1.0.2,SQL Injection - onlinetests/app/classes/db.php:40,56.94538950920105
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,56.91884756088257
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,56.848764419555664
SQL Injection - onlinetests/includes/functions.php:11,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,56.8145751953125
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - includes/global.php:9,56.77819848060608
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,SQL Injection - onlinetests/includes/functions.php:11,56.751030683517456
SQL Injection - onlinetests/includes/functions.php:11,Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,56.74631595611572
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,Dangerous File Inclusion - maintenance.php:13,56.73575401306152
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,SQL Injection - onlinetests/app/test_end.php:73,56.69850707054138
SQL Injection - onlinetests/app/classes/db.php:40,pkg:npm/nth-check@1.0.2,56.667137145996094
Cross-Site Scripting: Reflected - share.php:22,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,56.65056109428406
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,56.6444456577301
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,pkg:npm/immer@8.0.1,56.63211941719055
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Dangerous File Inclusion - includes/global.php:9,56.61681890487671
Dangerous File Inclusion - includes/global.php:9,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,56.582802534103394
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,Cross-Site Scripting: Reflected - share.php:27,56.56709671020508
SSL/TLS Service Supports Weak Protocol,SSL/TLS Service Supports Weak Protocol,56.555962562561035
SQL Injection - onlinetests/app/test_end.php:73,Dangerous File Inclusion - includes/global.php:9,56.520313024520874
pkg:npm/immer@8.0.1,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,56.507158279418945
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,Cross-Site Scripting: Reflected - share.php:27,56.503260135650635
